BID,Suburb,Park_Name,Item_Type,Item_Description,Latitude,Longitude
1,BOWEN HILLS,BOWEN PARK,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN,-27.4490972,153.0292193
2,BOWEN HILLS,BOWEN PARK,TAP COMBINATION,BUBBLER & TAP,-27.4488617,153.0293348
3,BOWEN HILLS,BOWEN PARK,TAP COMBINATION,BUBBLER & TAP,-27.4481868,153.0302469
4,BOWEN HILLS,JEAYS STREET PARK,BUBBLER/DRINKING FOUNTAIN,DIABLED ACCESS BUBBLER,-27.4487881,153.0362064
5,BRISBANE CITY,ANZAC SQUARE,BUBBLER/DRINKING FOUNTAIN,BUBBLER,-27.4664855,153.0264626
6,BRISBANE CITY,ANZAC SQUARE,BUBBLER/DRINKING FOUNTAIN,BOWL SHAPED DRINKING FOUNTAIN,-27.4663534,153.0266365
7,BRISBANE CITY,KING EDWARD PARK,TAP COMBINATION,BUBBLER & TAP NEAR CHESS PAVEMENT,-27.4657953,153.0236887
8,BRISBANE CITY,KING EDWARD PARK,TAP COMBINATION,BUBBLER & ANTI-VANDAL TAP NEAR JACOBS LA,-27.4658626,153.0243761
9,BRISBANE CITY,EMMA MILLER PLACE,TAP COMBINATION,BUBBLER & 2 TAPS,-27.4670254,153.0215589
10,BRISBANE CITY,EMMA MILLER PLACE,TAP COMBINATION,BUBBLER & 2 TAPS,-27.4671073,153.0222037
11,BRISBANE CITY,CITY BOTANIC GARDENS,BUBBLER/DRINKING FOUNTAIN,DIABLED ACCESS BUBBLER,-27.4754079,153.0286773
12,BRISBANE CITY,CITY BOTANIC GARDENS,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN,-27.4788978,153.0287439
13,BRISBANE CITY,CITY BOTANIC GARDENS,BUBBLER/DRINKING FOUNTAIN,DIABLED ACCESS BUBBLER,-27.4772831,153.0304334
14,BRISBANE CITY,CITY BOTANIC GARDENS,BUBBLER/DRINKING FOUNTAIN,DIABLED ACCESS BUBBLER,-27.4744193,153.0305353
15,BRISBANE CITY,CITY BOTANIC GARDENS,BUBBLER/DRINKING FOUNTAIN,DISABLED ACCESS FOUNTAIN,-27.4760785,153.0307241
16,BRISBANE CITY,CITY BOTANIC GARDENS,TAP COMBINATION,BUBBLER & 2 TAPS,-27.4761114,153.0289927
17,BRISBANE CITY,CITY BOTANIC GARDENS,TAP COMBINATION,BUBBLER & 2 TAPS,-27.4764261,153.0296389
18,BRISBANE CITY,CITY BOTANIC GARDENS,TAP COMBINATION,BUBBLER & 2 TAPS,-27.4731253,153.0300367
19,BRISBANE CITY,CITY BOTANIC GARDENS,TAP COMBINATION,BUBBLER & TAP,-27.4757524,153.0306732
20,BRISBANE CITY,CITY BOTANIC GARDENS,TAP COMBINATION,BUBBLER & TAP,-27.4756452,153.0307153
21,BRISBANE CITY,CITY BOTANIC GARDENS,TAP COMBINATION,BUBBLER & 2 TAPS,-27.4746759,153.0312301
22,BRISBANE CITY,CITY BOTANIC GARDENS,TAP COMBINATION,BUBBLER & TAP,-27.4740925,153.0292592
23,BRISBANE CITY,CITY BOTANIC GARDENS,TAP COMBINATION,BUBBLER & 2 TAPS,-27.4789502,153.0293266
24,BRISBANE CITY,CITY BOTANIC GARDENS,TAP COMBINATION,BUBBLER & TAP,-27.4779694,153.0312519
25,BRISBANE CITY,CITY BOTANIC GARDENS,BUBBLER/DRINKING FOUNTAIN,DIABLED ACCESS BUBBLER,-27.4735846,153.0291963
26,BRISBANE CITY,CITY BOTANIC GARDENS,TAP COMBINATION,BUBBLER & TAP,-27.4793133,153.0291305
27,BRISBANE CITY,CITY BOTANIC GARDENS,BUBBLER/DRINKING FOUNTAIN,DIABLED ACCESS BUBBLER,-27.4750215,153.0279453
28,BRISBANE CITY,CITY BOTANIC GARDENS,TAP COMBINATION,BUBBLER & 2 TAPS,-27.4773427,153.03143
29,BRISBANE CITY,CITY BOTANIC GARDENS,TAP COMBINATION,BUBBLER & 2 TAPS,-27.4732694,153.0307548
30,BRISBANE CITY,KING GEORGE SQUARE PROPERTY,BUBBLER/DRINKING FOUNTAIN,BUBBLER,-27.4682584,153.0240048
31,BRISBANE CITY,KING GEORGE SQUARE PROPERTY,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN,-27.4681247,153.024032
32,BRISBANE CITY,KING GEORGE SQUARE PROPERTY,BUBBLER/DRINKING FOUNTAIN,BUBBLER,-27.4684737,153.0246312
33,BRISBANE CITY,CLARK LANE PARK,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN,-27.4635258,153.0310912
34,BRISBANE CITY,POST OFFICE SQUARE,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN,-27.4673462,153.0275799
35,BRISBANE,ADMIRALTY TOWERS 11 PARK,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN,-27.4643263,153.0317037
36,HERSTON,VICTORIA PARK,TAP COMBINATION,"BUBBLER, TAP & DOG BOWL",-27.4544189,153.0255065
37,HERSTON,VICTORIA PARK,TAP COMBINATION,BUBBLER & 2 TAPS,-27.4539409,153.0256617
38,HERSTON,VICTORIA PARK,TAP COMBINATION,BUBBLER & 2 TAPS,-27.4540323,153.026049
39,HERSTON,VICTORIA PARK,TAP COMBINATION,BUBBLER,-27.4507004,153.0263123
40,HERSTON,VICTORIA PARK,BUBBLER/DRINKING FOUNTAIN,DISABLED ACCESS BUBBLER,-27.4545079,153.0250842
41,HERSTON,VICTORIA PARK,BUBBLER/DRINKING FOUNTAIN,BUBBLER,-27.4558723,153.0212541
42,HERSTON,VICTORIA PARK,BUBBLER/DRINKING FOUNTAIN,BUBBLER,-27.4557045,153.0215662
43,HERSTON,VICTORIA PARK,BUBBLER/DRINKING FOUNTAIN,BUBBLER,-27.451036,153.0233294
44,HERSTON,VICTORIA PARK,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN,-27.4513638,153.0243609
45,HERSTON,VICTORIA PARK,TAP COMBINATION,BUBBLER & 2 TAPS,-27.457574,153.023692
46,HERSTON,VICTORIA PARK,TAP COMBINATION,BUBBLER & TAP,-27.4530476,153.0277848
47,HERSTON,GOULD ROAD PARK,TAP COMBINATION,BUBBLER & TAP,-27.4425738,153.0205517
48,KELVIN GROVE,E. E. MCCASKIE OVAL,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN,-27.4540606,153.0122706
49,KELVIN GROVE,MAIDSTONE STREET PARK,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN,-27.4547124,153.0159034
50,KELVIN GROVE,GREY GUMS PARK,BUBBLER/DRINKING FOUNTAIN,DIABLED ACCESS BUBBLER,-27.4515941,153.013508
51,NEW FARM,MERTHYR PARK,BUBBLER/DRINKING FOUNTAIN,FOUNTAIN - DISABLED ACCESS,-27.4754026,153.0447949
52,NEW FARM,MERTHYR PARK,TAP COMBINATION,BUBBLER & TAP,-27.4753818,153.0440438
53,NEW FARM,WILSON OUTLOOK RESERVE,BUBBLER/DRINKING FOUNTAIN,BUBBLER,-27.4629456,153.0386119
54,NEW FARM,WILSON OUTLOOK RESERVE,BUBBLER/DRINKING FOUNTAIN,BUBBLER,-27.4634502,153.0391503
55,NEW FARM,NEW FARM PARK,TAP COMBINATION,BUBBLER & 2 TAPS,-27.4680684,153.0502774
56,NEW FARM,NEW FARM PARK,TAP COMBINATION,BUBBLER & TAP,-27.4678983,153.0514837
57,NEW FARM,NEW FARM PARK,TAP COMBINATION,TAP COMBINATION,-27.4677175,153.0492776
58,NEW FARM,NEW FARM PARK,TAP COMBINATION,BUBBLER & TAP,-27.4682359,153.0511599
59,NEW FARM,NEW FARM PARK,BUBBLER/DRINKING FOUNTAIN,BUBBLER - SINGLE,-27.4684647,153.0522787
60,NEW FARM,NEW FARM PARK,BUBBLER/DRINKING FOUNTAIN,BOWL FOUNTAIN TW001,-27.4686661,153.0524812
61,NEW FARM,NEW FARM PARK,BUBBLER/DRINKING FOUNTAIN,BUBBLER/DRINKING FOUNTAIN,-27.4712615,153.05185
62,NEW FARM,NEW FARM PARK,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN 3 TIERED,-27.4711801,153.0517685
63,NEW FARM,NEW FARM PARK,BUBBLER/DRINKING FOUNTAIN,BUBBLER/DRINKING FOUNTAIN,-27.4710092,153.0519255
64,NEW FARM,NEW FARM PARK,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN WITH SLAB & DRAIN,-27.471153,153.0522817
65,NEW FARM,NEW FARM PARK,BUBBLER/DRINKING FOUNTAIN,BUBBLER,-27.4689739,153.0497127
66,NEW FARM,NEW FARM PARK,TAP COMBINATION,BUBBLER & 2 TAPS,-27.4688315,153.0499043
67,NEW FARM,NEW FARM PARK,TAP COMBINATION,BUBBLER & 2 TAPS,-27.4697885,153.0506075
68,NEW FARM,NEW FARM PARK,TAP COMBINATION,BUBBLER & 2 TAPS,-27.4702189,153.0509138
69,NEW FARM,NEW FARM PARK,TAP COMBINATION,BUBBLER & 2 TAPS,-27.4687991,153.052103
70,NEW FARM,NEW FARM PARK,TAP COMBINATION,BUBBLER & TAP,-27.4688154,153.0521063
71,NEW FARM,NEW FARM PARK,TAP COMBINATION,BUBBLER & TAP,-27.4686816,153.0521215
72,NEW FARM,NEW FARM PARK,TAP COMBINATION,BUBBLER & TAP,-27.4706135,153.0522797
73,NEW FARM,NEW FARM PARK,TAP COMBINATION,BUBBLER & 2 TAPS,-27.469999,153.0530192
74,NEW FARM,NEW FARM PARK,TAP COMBINATION,BUBBLER & 2 TAPS,-27.4684129,153.0518048
75,NEW FARM,NEW FARM PARK,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN,-27.4693458,153.0533043
76,NEW FARM,NEW FARM PARK,TAP COMBINATION,BUBBLER & 2 TAPS,-27.4684309,153.0486456
77,NEW FARM,POWERHOUSE PARK,TAP COMBINATION,BUBBLER & 2 TAPS,-27.4677775,153.0541988
78,NEW FARM,MERTHYR ROAD PARK,BUBBLER/DRINKING FOUNTAIN,BUBBLER,-27.465329,153.0525275
79,NEW FARM,MERTHYR ROAD PARK (NO.2),BUBBLER/DRINKING FOUNTAIN,BUBBLER,-27.470871,153.041043
80,NEWMARKET,MCCOOK PARK,TAP COMBINATION,BUBBLER & TAP,-27.4372206,153.0135062
81,WILSTON,WILSTON RECREATION RESERVE,TAP COMBINATION,BUBBLER & TAP,-27.4407738,153.0130275
82,WILSTON,WILSTON RECREATION RESERVE,TAP COMBINATION,BUBBLER & 2 TAPS,-27.4408037,153.0119805
83,TENERIFFE,TENERIFFE PARK,TAP COMBINATION,"BUBBLER, TAP & DOG BOWL",-27.4582988,153.0463902
84,TENERIFFE,TENERIFFE PARK,TAP COMBINATION,BUBBLER & TAP,-27.45713,153.0464151
85,SPRING HILL,WICKHAM PARK,TAP COMBINATION,BUBBLER & 2 TAPS,-27.4649008,153.021124
86,SPRING HILL,WICKHAM PARK,TAP COMBINATION,BUBBLER & 2 TAPS,-27.4651539,153.0214966
87,SPRING HILL,WICKHAM PARK,TAP COMBINATION,BUBBLER & 2 TAPS,-27.4653507,153.0219093
88,SPRING HILL,TERRACE STREET PARK,BUBBLER/DRINKING FOUNTAIN,BUBBLER,-27.463879,153.0228816
89,FORTITUDE VALLEY,CENTENARY PLACE PARK,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN,-27.4608484,153.0319349
90,WILSTON,LANGLEY AVENUE PARK,TAP COMBINATION,BUBBLER & 2 TAPS,-27.4405903,153.0161801
91,WILSTON,LANGLEY AVENUE PARK,TAP COMBINATION,BUBBLER & 2 TAPS,-27.4411919,153.0195384
92,WINDSOR,DOWNEY PARK,TAP COMBINATION,BUBBLER & TAP,-27.4405461,153.022326
93,WINDSOR,DOWNEY PARK,TAP COMBINATION,BUBBLER & TAP,-27.4398612,153.022476
94,WINDSOR,DOWNEY PARK,TAP COMBINATION,BUBBLER & TAP,-27.4393274,153.0226051
95,WINDSOR,DOWNEY PARK,TAP COMBINATION,BUBBLER & TAP,-27.4397006,153.0236542
96,WINDSOR,DOWNEY PARK,TAP COMBINATION,BUBBLER & TAP,-27.4398579,153.0252073
97,WINDSOR,DOWNEY PARK,TAP COMBINATION,BUBBLER & TAP,-27.4415202,153.0251706
98,WINDSOR,DOWNEY PARK,TAP COMBINATION,BUBBLER & TAP,-27.4418929,153.0227259
99,WINDSOR,DOWNEY PARK,BUBBLER/DRINKING FOUNTAIN,BUBBLER WITH DOG/BIRD DRINKING TROUGH,-27.4408779,153.024904
100,WINDSOR,HINKLER PARK,TAP COMBINATION,BUBBLER & 2 TAPS,-27.4318954,153.0238507
101,WINDSOR,WINDSOR MEMORIAL PARK,TAP COMBINATION,BUBBLER & TAP,-27.4307628,153.0322577
102,WINDSOR,NORTHEY STREET PARK,TAP COMBINATION,BUBBLER 2 TAPS & DOG BOWL,-27.4434585,153.0266995
103,COORPAROO,WEMBLEY PARK,TAP COMBINATION,BUBBLER & TAP,-27.4893581,153.063505
104,COORPAROO,WEMBLEY PARK,TAP COMBINATION,BUBBLER & TAP,-27.4889126,153.0632492
105,COORPAROO,WEMBLEY PARK,BUBBLER/DRINKING FOUNTAIN,BUBBLER,-27.4890146,153.0607457
106,COORPAROO,WEMBLEY PARK,TAP COMBINATION,BUBBLER & TAP,-27.4894236,153.0607955
107,COORPAROO,WEMBLEY PARK,TAP COMBINATION,BUBBLER & TAP,-27.4891631,153.0613335
108,COORPAROO,WEMBLEY PARK,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN,-27.4881778,153.0598654
109,COORPAROO,WEMBLEY PARK,TAP COMBINATION,BUBBLER & TAP,-27.489172,153.0584349
110,COORPAROO,LANGLANDS PARK,BUBBLER/DRINKING FOUNTAIN,BUBBLER,-27.495473,153.0485419
111,COORPAROO,LANGLANDS PARK,BUBBLER/DRINKING FOUNTAIN,BUBBLER,-27.4954913,153.0485437
112,DUTTON PARK,DUTTON PARK,TAP COMBINATION,"BUBBLER, TAP & DOG BOWL",-27.4968505,153.0259564
113,DUTTON PARK,DUTTON PARK,BUBBLER/DRINKING FOUNTAIN,BUBBLER/DRINKING FOUNTAIN,-27.4960241,153.0248891
114,DUTTON PARK,DUTTON PARK,BUBBLER/DRINKING FOUNTAIN,BUBBLER - DISABLED ACCESS,-27.4968824,153.0254374
115,DUTTON PARK,DUTTON PARK,TAP COMBINATION,BUBBLER & TAP,-27.4959844,153.0248336
116,DUTTON PARK,DUTTON PARK,TAP COMBINATION,BUBBLER & TAP,-27.4964623,153.0255758
117,DUTTON PARK,GAIR PARK,TAP COMBINATION,BUBBLER & 2 TAPS,-27.4964718,153.0274304
118,EAST BRISBANE,WOOLLOONGABBA ROTARY PARK,TAP COMBINATION,BUBBLER & TAP,-27.490465,153.0428186
119,EAST BRISBANE,WILLIAMINA PARK,TAP COMBINATION,BUBBLER & TAP,-27.4834536,153.0454828
120,EAST BRISBANE,MOWBRAY PARK,BUBBLER/DRINKING FOUNTAIN,FOUNTAIN - DISABLED ACCESS,-27.4776746,153.042878
121,EAST BRISBANE,MOWBRAY PARK,TAP COMBINATION,BUBBLER & 2 TAPS,-27.4782925,153.0444785
122,EAST BRISBANE,MOWBRAY PARK,TAP COMBINATION,BUBBLER & 2 TAPS,-27.478892,153.0445485
123,EAST BRISBANE,REAL PARK,TAP COMBINATION,BUBBLER & TAP,-27.4812637,153.0486867
124,EAST BRISBANE,REAL PARK,TAP COMBINATION,BUBBLER 2 TAPS & DOG BOWL,-27.4803624,153.0490239
125,EAST BRISBANE,MOORHEN FLATS,TAP COMBINATION,BUBBLER & TAP,-27.4916132,153.0464612
126,EAST BRISBANE,MOORHEN FLATS,TAP COMBINATION,BUBBLER & TAP,-27.491818,153.0470094
127,EAST BRISBANE,MOORHEN FLATS,TAP COMBINATION,BUBBLER & TAP,-27.4916287,153.0477883
128,HIGHGATE HILL,LYONS PLAYGROUND PARK,TAP COMBINATION,BUBBLER & 2 TAPS,-27.489145,153.0124421
129,HIGHGATE HILL,HIGHGATE HILL PARK,BUBBLER/DRINKING FOUNTAIN,SUN DIAL,-27.4869519,153.0165779
130,HIGHGATE HILL,BRYDON STREET PARK,TAP COMBINATION,BUBBLER & 2 TAPS,-27.4885901,153.0161649
131,KANGAROO POINT,CAPTAIN BURKE PARK,TAP COMBINATION,BUBBLER & TAP,-27.4654003,153.0364509
132,KANGAROO POINT,CAPTAIN BURKE PARK,TAP COMBINATION,BUBBLER & TAP,-27.4654049,153.0345689
133,KANGAROO POINT,CAPTAIN BURKE PARK,TAP COMBINATION,BUBBLER & 2 TAPS,-27.4654717,153.0353825
134,KANGAROO POINT,C.T.WHITE PARK,TAP COMBINATION,"BUBBLER, TAP & DOG BOWL",-27.4700146,153.0344248
135,KANGAROO POINT,C.T.WHITE PARK,BUBBLER/DRINKING FOUNTAIN,BUBBLER,-27.4711696,153.0343517
136,KANGAROO POINT,RAYMOND PARK,TAP COMBINATION,"BUBBLER, TAP & DOG BOWL",-27.4813125,153.0394938
137,KANGAROO POINT,RAYMOND PARK,TAP COMBINATION,BUBBLER & 2 TAPS,-27.4813057,153.0394964
138,KANGAROO POINT,RAYMOND PARK,TAP COMBINATION,BUBBLER & 2 TAPS,-27.4801802,153.0388217
139,KANGAROO POINT,KANGAROO POINT CLIFFS PARK,TAP COMBINATION,BUBBLER & 2 TAPS,-27.479412,153.0334936
140,KANGAROO POINT,KANGAROO POINT CLIFFS PARK,BUBBLER/DRINKING FOUNTAIN,BUBBLER,-27.4807991,153.0332445
141,KANGAROO POINT,KANGAROO POINT CLIFFS PARK,BUBBLER/DRINKING FOUNTAIN,BUBBLER - APPOLLO 400,-27.4797708,153.0332503
142,KANGAROO POINT,KANGAROO POINT CLIFFS PARK,BUBBLER/DRINKING FOUNTAIN,BUBBLER,-27.4823412,153.0299848
143,KANGAROO POINT,KANGAROO POINT CLIFFS PARK,BUBBLER/DRINKING FOUNTAIN,ONE BUBBLER,-27.4776507,153.0342341
144,KANGAROO POINT,KANGAROO POINT CLIFFS PARK,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN,-27.4753747,153.0343597
145,KANGAROO POINT,KANGAROO POINT CLIFFS PARK,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN,-27.4786686,153.0341844
146,KANGAROO POINT,KANGAROO POINT CLIFFS PARK,TAP COMBINATION,BUBBLER & 2 TAPS,-27.4777365,153.034737
147,KANGAROO POINT,KANGAROO POINT CLIFFS PARK,BUBBLER/DRINKING FOUNTAIN,BUBBLER,-27.4817298,153.0326631
148,KANGAROO POINT,KANGAROO POINT CLIFFS PARK,BUBBLER/DRINKING FOUNTAIN,BUBBLER/DRINKING FOUNTAIN,-27.481276,153.0328882
149,KANGAROO POINT,KANGAROO POINT CLIFFS PARK,TAP COMBINATION,BUBBLER & 2 TAPS,-27.479157,153.03349
150,KANGAROO POINT,KANGAROO POINT CLIFFS PARK,TAP COMBINATION,BUBBLER & 2 TAPS,-27.4785978,153.0337429
151,KANGAROO POINT,KANGAROO POINT CLIFFS PARK,TAP COMBINATION,BUBBLER & 2 TAPS,-27.4787188,153.0338314
152,KANGAROO POINT,KANGAROO POINT CLIFFS PARK,TAP COMBINATION,BUBBLER & 2 TAPS,-27.4788384,153.0338514
153,SOUTH BRISBANE,MUSGRAVE PARK,BUBBLER/DRINKING FOUNTAIN,DIABLED ACCESS BUBBLER,-27.4790157,153.0167417
154,SOUTH BRISBANE,MUSGRAVE PARK,TAP COMBINATION,BUBBLER & 2 TAPS,-27.4789287,153.0153954
155,SOUTH BRISBANE,MUSGRAVE PARK,TAP COMBINATION,BUBBLER & 2 TAPS,-27.4783766,153.0159491
156,SOUTH BRISBANE,MUSGRAVE PARK,TAP COMBINATION,BUBBLER & 2 TAPS,-27.4790227,153.0165019
157,SOUTH BRISBANE,MUSGRAVE PARK,TAP COMBINATION,BUBBLER & 2 TAPS,-27.4781051,153.0164338
158,SOUTH BRISBANE,MUSGRAVE PARK,TAP COMBINATION,BUBBLER & 2 TAPS,-27.4794783,153.0161887
159,SOUTH BRISBANE,TRIBUNE STREET PARK,TAP COMBINATION,BUBBLER 2 TAPS,-27.482236,153.0211546
160,SOUTH BRISBANE,KURILPA POINT PARK,BUBBLER/DRINKING FOUNTAIN,UNIT ATTACHED TO SEAT AND BIN,-27.4696866,153.0171545
161,SOUTH BRISBANE,KURILPA POINT PARK,BUBBLER/DRINKING FOUNTAIN,BUBBLER/DRINKING FOUNTAIN,-27.4697019,153.0151906
162,SOUTH BRISBANE,KURILPA POINT PARK,TAP COMBINATION,BUBBLER & 2 TAPS,-27.4696999,153.0162971
163,SOUTH BRISBANE,QUEENSLAND MARITIME MUSEUM PARK,BUBBLER/DRINKING FOUNTAIN,DISABLED ACCESS FOUNTAIN,-27.4818665,153.02536
164,WEST END,ORLEIGH PARK,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN,-27.4864969,152.9974571
165,WEST END,ORLEIGH PARK,TAP COMBINATION,BUBBLER & TAP,-27.4889602,152.9974031
166,WEST END,ORLEIGH PARK,TAP COMBINATION,BUBBLER & 2 TAPS,-27.4893814,152.9973922
167,WEST END,ORLEIGH PARK,BUBBLER/DRINKING FOUNTAIN,BUBBLER/DRINKING FOUNTAIN,-27.4870886,152.9966995
168,WEST END,DAVIES PARK,TAP COMBINATION,BUBBLER & TAP,-27.4784385,153.006081
169,WEST END,DAVIES PARK,TAP COMBINATION,BUBBLER & TAP,-27.4789954,153.0036649
170,WEST END,DAVIES PARK,BUBBLER/DRINKING FOUNTAIN,MEMORIAL DRINKING FOUNTAIN,-27.4771715,153.0045885
171,WOOLLOONGABBA,WOOLLOONGABBA PLACE PARK,BUBBLER/DRINKING FOUNTAIN,BUBBLER - DISABLED ACCESS,-27.4862701,153.0364459
172,WOOLLOONGABBA,FAVERSHAM STREET PARK,TAP COMBINATION,BUBBLER & 2 TAPS,-27.4963346,153.0387601
173,WOOLLOONGABBA,CARL STREET PARK,TAP COMBINATION,"BUBBLER, TAP & DOG BOWL",-27.4998248,153.037545
174,CAMP HILL,WHITES HILL RESERVE,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN 3 LEVEL,-27.5088056,153.0778366
175,CAMP HILL,WHITES HILL RESERVE,TAP COMBINATION,TAP COMBINATION,-27.5143541,153.0742371
176,CAMP HILL,WHITES HILL RESERVE,TAP COMBINATION,BUBBLER & TAP,-27.5079004,153.0760068
177,CAMP HILL,WHITES HILL RESERVE,TAP COMBINATION,BUBBLER & 2 TAPS,-27.5094103,153.0783333
178,CAMP HILL,WHITES HILL RESERVE,TAP COMBINATION,BUBBLER & TAP,-27.511187,153.0792351
179,CAMP HILL,WHITES HILL RESERVE,TAP COMBINATION,BUBBLER & 2 TAPS,-27.509353,153.0795827
180,CAMP HILL,WHITES HILL RESERVE,TAP COMBINATION,BUBBLER & TAP,-27.5093605,153.0796086
181,CHANDLER,TINGALPA CREEK RESERVE,TAP COMBINATION,BUBBLER & TAP,-27.5017215,153.1836525
182,CARINA HEIGHTS,OLIVIA DRIVE PARK,TAP COMBINATION,BUBBLER & TAP,-27.5142257,153.0945292
183,CARINDALE,CARINDALE RECREATION RESERVE,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN APOLLO 400,-27.4977273,153.10851
184,CARINDALE,CARINDALE RECREATION RESERVE,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN,-27.49686,153.1088318
185,CARINDALE,CARINDALE RECREATION RESERVE,TAP COMBINATION,BUBBLER & 2 TAPS,-27.4978428,153.1087926
186,CARINDALE,CARINDALE RECREATION RESERVE,TAP COMBINATION,DRINKING FOUNTAIN APOLLO 400 DISABLED,-27.4972619,153.1089948
187,CARINDALE,CARINDALE RECREATION RESERVE,TAP COMBINATION,BUBBLER 2 TAPS & DOG BOWL,-27.498071,153.1092037
188,CARINDALE,CARINDALE RECREATION RESERVE,TAP COMBINATION,BUBBLER & TAP,-27.4972822,153.1098215
189,CARINDALE,SURBITON COURT PARK,TAP COMBINATION,BUBBLER & TAP,-27.5053885,153.1051538
190,CARINDALE,SURBITON COURT PARK,TAP COMBINATION,BUBBLER & TAP,-27.5048647,153.1052284
191,CARINDALE,BRIDGNORTH STREET PARK (NO.71),TAP COMBINATION,BUBBLER & TAP,-27.5065399,153.1111093
192,CARINDALE,BREENE COURT PARK,TAP COMBINATION,BUBBLER & MAINTENANCE TAP,-27.5108375,153.1120315
193,CARINDALE,MEADOWBANK STREET PARK,BUBBLER/DRINKING FOUNTAIN,BUBBLER,-27.5129344,153.1079102
194,CARINDALE,WINSTANLEY STREET PARK,TAP COMBINATION,BUBBLER & TAP,-27.5104573,153.108587
195,CARINDALE,WINSTANLEY STREET PARK,TAP COMBINATION,BUBBLER & 2 TAPS,-27.5129867,153.1093357
196,CARINDALE,GREENDALE PARK,TAP COMBINATION,BUBBLER & TAP,-27.5210411,153.1170366
197,CARINDALE,EDWARDS PARK,TAP COMBINATION,BUBBLER & TAP,-27.5266336,153.105749
198,CARINDALE,EDWARDS PARK,TAP COMBINATION,BUBBLER & TAP,-27.5270717,153.1073056
199,CARINDALE,GOLDEN OAK CRESCENT PARK,TAP COMBINATION,BUBBLER & TAP,-27.5257252,153.1158842
200,CARINDALE,NEWBURY PLACE PARK,TAP COMBINATION,BUBBLER & 2 TAPS,-27.5246676,153.1201293
201,CARINDALE,GRANDVIEW PLACE PARK,TAP COMBINATION,BUBBLER & TAP,-27.5168373,153.1228974
202,CARINDALE,CRIBB ROAD PARK,BUBBLER/DRINKING FOUNTAIN,BUBBLER RED APOLLO 400,-27.5282416,153.1196834
203,CARINDALE,CRIBB ROAD PARK,TAP COMBINATION,BUBBLER & 2 TAPS,-27.5281814,153.119491
204,MACKENZIE,TAYLOR PLACE PARK,BUBBLER/DRINKING FOUNTAIN,BUBBLER,-27.5424159,153.1197933
205,MANSFIELD,TONES ROAD PARK,TAP COMBINATION,"BUBBLER, TAP & DOG BOWL",-27.5310682,153.1097165
206,MANSFIELD,TILLACK PARK,TAP COMBINATION,BUBBLER & TAP,-27.5227138,153.1016529
207,MANSFIELD,TILLACK PARK,TAP COMBINATION,BUBBLER,-27.5225231,153.1021994
208,BELMONT,PINNACLE PLACE PARK,TAP COMBINATION,BUBBLER & TAP,-27.4840381,153.1253011
209,BELMONT,IONA CLOSE PARK,TAP COMBINATION,BUBBLER & TAP,-27.48325,153.1228799
210,BELMONT,SUMMIT STREET PARK,TAP COMBINATION,BUBBLER & TAP,-27.4903807,153.1295784
211,BELMONT,SUMMIT STREET PARK,TAP COMBINATION,BUBBLER & TAP,-27.4891886,153.129982
212,CANNON HILL,SOUTHGATE AVENUE PARK,TAP COMBINATION,BUBBLER & SINGLE TAP,-27.4658042,153.0909191
213,CARINA,JOE BRADFIELD CENTRE PARK,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN,-27.4921044,153.0907036
214,CARINA,BELMONT RECREATION RESERVE,TAP COMBINATION,BUBBLER & TAP,-27.4952957,153.0959318
215,CARINA,PRESTON ROAD PARK,BUBBLER/DRINKING FOUNTAIN,DISABLED ACCESS DRINKING FOUNTAIN,-27.4936427,153.1192187
216,CARINA,PRESTON ROAD PARK,TAP COMBINATION,BUBBLER & 2 TAPS,-27.4901164,153.1165044
217,CARINA,PRESTON ROAD PARK,TAP COMBINATION,BUBBLER 2 TAPS & DOG BOWL,-27.4932971,153.1165556
218,CARINA,PRESTON ROAD PARK,TAP COMBINATION,BUBBLER & 2 TAPS,-27.4895223,153.1166541
219,CARINA,PRESTON ROAD PARK,TAP COMBINATION,BUBBLER & 2 TAPS,-27.4919173,153.1171293
